Rest_name,Rest_ratings,Rest_noreviews,Rest_price,Rest_cuisine,Rest_add,Rest_tel,Rest_nbh,Rating,Price,Cuisine,Street_add,neighbourhood_,neighbourhood,neighbourhood_good
Mambo Lounge,3.5 star rating,35,$$,Cuban,120 Danforth Avenue,(416) 778-7004,The Danforth,3.5,2,South American,Danforth Avenue,,The Danforth,The Danforth
Chito’s Pizza,4 star rating,52,$,Pizza,1308 Bloor Street W,(416) 530-7777,Bloordale Village,4.0,1,American,Bloor Street W,,Bloordale Village,Bloordale Village
Phosome,4 star rating,2,None,Vietnamese,482 Parliament Street,(416) 551-6395,Cabbagetown,4.0,0,Asian,Parliament Street,,Cabbagetown,Cabbagetown
Tam Vietnamese Street Food & Cafe,4.5 star rating,2,None,Vietnamese,369 Keele Street,(416) 672-0134,The Junction,4.5,0,Asian,Keele Street,North York,The Junction,The Junction
Tocino Boys,4.5 star rating,8,$,Street Vendors,214 Ossington Ave,(416) 503-8703,Ossington Strip,4.5,1,American,Ossington Ave,,Ossington Strip,Ossington Strip
Union Social Eatery,4 star rating,240,$$,Gastropubs,4899 Yonge Street,(416) 221-6789,Willowdale,4.0,2,American,Yonge Street,,Willowdale,Willowdale
Korean Grill House,3.5 star rating,269,$$,Korean,214 Queen Street W,(416) 263-9850,Queen Street West,3.5,2,Asian,Queen Street W,,Queen Street West,Queen Street West
Top Gun Burgers,4 star rating,173,$$,Burgers,251 Augusta Avenue,(416) 593-2777,Kensington Market,4.0,2,American,Augusta Avenue,,Kensington Market,Kensington Market
Lim Ga Ne,3.5 star rating,84,$$,Korean,680 Bloor Street W,(416) 551-0686,Koreatown,3.5,2,Asian,Bloor Street W,,Koreatown,Koreatown
Cafe CanCan,3.5 star rating,104,$$$,French,89 Harbord Street,(647) 341-3100,,3.5,3,European,Harbord Street,Entertainment District,1,Entertainment District
Bolands Kitchen,4 star rating,14,$$$,American (Traditional),575 Mt Pleasant Road,(416) 482-2424,Mount Pleasant and Davisville,4.0,3,American,Mt Pleasant Road,,Mount Pleasant and Davisville,Mount Pleasant and Davisville
GB Hand Pulled Noodle,3.5 star rating,30,$$,Chinese,1024 Gerrard Street E,1024 Gerrard Street E,Leslieville,3.5,2,Asian,Gerrard Street E,,Leslieville,Leslieville
